3101,櫻桃
3101,鳳梨
3101,香蕉
3101,芒果
3101,西瓜
3101,蕃茄
3101,楊桃
3101,枇杷
3101,龍眼
3101,文旦
3101,鮮橄欖
3101,草莓
3101,木瓜
3101,荔枝
3101,紅柿
3101,蓮霧
3101,椰子
3101,椰仁
3101,蘋果
3101,梨子
3101,新鮮檸檬
3101,水蜜桃
3101,葡萄柚
3101,蕃石榴
3101,獼猴桃
3101,豌豆苗
3101,荸薺
3101,新鮮黃瓜
3101,花菜
3101,韭菜
3101,新鮮青蒜
3101,胡瓜
3101,玉米筍
3101,鮮蓮子
3101,新鮮花生
3101,鮮木耳
3101,竹筍
3101,鮮香菇
3101,鮮紫菜
3101,蘆筍
3101,芹菜
3101,新鮮菠菜
3101,甘藍
3101,鮮海帶
3101,青椒
3101,蔥
3101,辣椒
3101,生薑
3101,食用海藻
3101,豆芽菜
3101,酪梨
3101,山竹
3101,柚子
3101,榴槤
3101,香瓜
3101,蓮藕
3101,芋頭
3101,胡蘿蔔
3101,新鮮萵苣
3101,甘蔗
3101,百香果
3101,蕃薯
3101,箭筍
3101,紅毛丹
3101,奇異果
3101,苦瓜
3101,小黃瓜
3101,哈密瓜
3101,牛蒡
3101,蘿蔔
3101,絲瓜
3101,冬瓜
3101,海茸
3101,新鮮水果
3101,白菜
3101,芥菜
3101,甜菜
3101,苜蓿芽
3101,空心菜
3101,棗子
3101,鮮百合
3101,鮮白果
3101,鮮胡桃
3101,釋迦
3101,新鮮芝麻
3101,大頭菜
3101,可樂果
3101,新鮮杏仁果實
3101,杜松類莓果
3101,南瓜
3101,柑橘類水果
3101,食用根菜類
3101,蛇麻子的果實
3101,菊苣（生菜）
3101,菊苣根
3101,新鮮豆類
3101,新鮮松露
3101,新鮮扁豆
3101,新鮮栗子
3101,新鮮馬鈴薯
3101,新鮮堅果
3101,新鮮葡萄
3101,新鮮莓果
3101,新鮮蔬菜
3101,新鮮蘑菇
3101,新鮮菇類
3101,榛子
3101,洋槐豆
3101,新鮮洋蔥
3101,新鮮豌豆
3101,新鮮香草
3101,食用葫蘆科蔬菜
3102,鴿
3102,兔
3102,鼠
3102,牛
3102,羊
3102,豬
3102,鴨
3102,狗
3102,貓
3102,猴子
3102,鳥
3102,火雞
3102,鵝
3102,雞
3102,鹿
3102,羌
3102,繁殖用家畜
3102,活家禽
3102,活動物
3102,觀賞用動物
3102,蛤
3102,蚶仔
3102,玳瑁
3102,蚵
3102,蜆
3102,螺
3102,蟹
3102,蟳
3102,九孔
3102,海瓜子
3102,海鰻
3102,土虱
3102,烏龜
3102,鰲
3102,活水產
3102,活甲殼類動物
3102,活魚
3102,活龍蝦
3102,活淡菜
3102,牡蠣（活的）
3102,活牡蠣
3102,活海參
3102,活貝殼類動物
3102,活昆蟲
3102,蠶
3102,鍬形蟲
3102,甲蟲
3102,活軟體動物
3102,活淡水螯蝦
3102,魚苗
3104,種蛋
3104,已受精種蛋
3105,豆餅
3105,豆粉
3105,豆片
3105,魚精
3105,動物食用魚粉
3105,動物飼料
3105,家禽飼料
3105,家畜飼料
3105,魚飼料
3105,油渣餅
3105,飼料
3105,飼料用奶粉
3105,水產用飼料
3105,狗飼料
3105,貓飼料
3105,飼料用乾草
3105,動物飼料用石灰
3105,甘蔗渣
3105,飼料用亞麻粉
3105,動物食用亞麻籽
3105,動物食用亞麻籽粉
3105,果渣
3105,狗餅乾
3105,家畜用玉米餅
3105,家畜用油渣餅
3105,家畜用油菜籽渣餅
3105,家畜用鹽
3105,動物食品
3105,寵物食品
3105,動物用飼養劑
3105,動物食用酵母
3105,動物食用穀類加工副產品
3105,動物食用玉米粉
3105,動物食用花生渣餅
3105,動物食用花生碎粉
3105,鳥用墨魚骨
3105,鳥食
3105,飼料用米製粉
3105,動物食用穀物
3105,飼料用藻類
3105,動物食用海藻
3105,飼料用稻草
3105,動物食用蒸餾釀酒殘渣
3105,糠
3105,動物可食用咀嚼物
3105,寵物飲料
3105,昆蟲用果凍
3105,昆蟲用土
3105,動物食用糠類混合飼料
3105,糟粕
3105,家禽用去殼穀粒
3105,家畜增肥用混合飼料
3105,動物用肥育劑
3105,家畜用肥育劑
3105,動物食用小麥胚芽
3106,植物
3106,草本植物
3106,大黃
3106,盆景
3106,蛇木
3106,蘆薈植物
3106,草皮
3106,花卉
3106,鮮花
3106,薦草
3106,大甲草
3106,乾燥花
3106,原料花粉
3106,種子
3106,秧苗
3106,花苗
3106,樹苗
3106,植物種苗
3106,草苗
3106,果苗
3106,水草
3106,人造苗床
3106,松毬
3106,球莖
3106,天然花
3106,天然花製的花圈
3106,天然草皮
3106,玫瑰樹
3106,胡椒植物
3106,蛇麻子
3106,蛇麻子果實
3106,棕櫚樹
3106,棕櫚葉
3106,植物種子
3106,菇類菌種
3106,聖誕樹
3106,裝飾用乾燥植物
3106,穀類種子
3106,樹木
3106,覆蓋植物根部用稻草
3106,藤本植物
3106,灌木
3106,釀酒麥芽
3106,蕁麻
3106,椰子殼
3106,裝飾用乾燥花
3106,籽生植物
3106,天然植物
3107,蠶種
3108,原木
3108,未修整木材
3108,未鋸木材
3108,粗加工軟木
3108,未加工樹皮
3108,粗製的軟木
3108,樹幹
3108,製木漿用木屑
3108,未加工木材
3109,供寵物便溺用香味沙
3109,供寵物便溺用紙製沙
3109,供動物便溺或睡臥用稻草
3109,貓砂
3109,供動物便溺用貓砂
3109,家畜動物用墊草
3109,家禽產卵用備料
3109,供動物便溺或睡臥用泥炭
3109,供動物睡臥用墊草
3110,檳榔
3110,荖花
3110,紅灰
3110,白灰
3110,荖藤
3110,荖葉
3111,稻穀
3111,未加工穀物
3111,未加工可可豆
3111,黑麥
3111,小麥
3111,燕麥
3111,大麥
3112,可食用餌
3112,活餌
3112,餌料
