group_code,name
160101,棉紙
160101,宣紙
160101,萱紙
160101,竹紙
160101,色紙
160101,紙板
160101,紙帶
160101,紙捲
160101,芯紙
160101,紙管
160101,毛邊紙
160101,複寫紙
160101,道林紙
160101,牛皮紙
160101,單光紙
160101,包裝紙
160101,瓦楞紙
160101,銅版紙
160101,柏油紙
160101,玻璃紙
160101,打字紙
160101,印刷紙
160101,白報紙
160101,書面紙
160101,影描紙
160101,燙印紙
160101,反光紙
160101,壁報紙
160101,模造紙
160101,硬柏紙
160101,記錄紙
160101,充皮紙
160101,鋁箔紙
160101,纖維紙
160101,吸油紙
160101,植絨紙
160101,完稿紙
160101,浮花紙
160101,離型紙
160101,防油紙
160101,鈦粉紙
160101,塑膠紙
160101,背景紙
160101,描圖紙
160101,亮光紙
160101,圖畫紙
160101,美術紙
160101,皺紋紙
160101,硬紙板
160101,壓花紙
160101,光面紙
160101,硬紙管
160101,圖樣紙
160101,防鏽紙
160101,合成紙
160101,聖經紙
160101,拭鏡紙
160101,矽質紙
160101,透明紙
160101,透印紙
160101,羊皮紙
160101,仿羊皮紙
160101,纖維箔紙
160101,仿藤紙網
160101,鋁箔背紙
160101,假革紙板
160101,玻璃防墊紙
160101,非碳複寫紙
160101,植絨轉印紙
160101,電子製版紙
160101,電蝕鋁箔紙
160101,樹脂皮革紙
160101,塑膠淋膜紙
160101,排版印刷紙
160101,浪狀纖維紙板
160101,靜電清除紙片
160101,包裝用波狀紙板
160101,事務機用捲筒紙
160101,錫箔紙
160101,事務機用紙
160101,影印紙
160101,厚紙板
160101,製圖紙
160101,銅版西卡紙
160101,吸墨紙
160101,新聞用紙
160101,工業用紙
160101,塗布紙
160101,螢光紙
160101,油畫紙
160101,再生紙
160101,傳真機用紙
160101,傳真紙
160101,心電圖用紙
160101,文具用木漿板
160101,木漿紙
160101,書寫用紙
160101,記錄器用紙
160101,硫酸紙
160101,無線電報用紙
160101,謄寫機用墨紙
160101,複寫機用墨紙
160101,蠟紙
160101,鑄型紙
160101,瓶包裝用紙板
160101,瓶包裝用紙
160101,電光紙
160101,混凝紙
160101,防水紙
160101,熱印紙
160101,噴墨印表機用紙
160101,紙製包裝用襯墊
160101,包裝用紙襯墊
160101,包裝禮品用紙
160101,防塵紙
160101,壓印箔紙
160101,燙金箔紙
160101,烘焙紙
160101,冷凍用包裝紙
160101,噴墨印表機用相紙
160101,事務用紙
160101,包裝用再生纖維紙
160101,書衣紙
160101,紙或塑料製食品包裝用吸收紙
160101,紙或塑料製食品包裝用濕度調節紙
160102,皺紋紙帶
160102,噴出式紙帶
160102,紙製彩帶
160104,果實保護紙
160105,咖啡濾紙
160105,過濾用濾紙
160105,濾油紙
160105,過濾紙
160105,濾紙
160201,面紙
160201,吸油面紙
160201,紙巾
160201,衛生紙
160201,化粧紙
160201,餐巾紙
160201,濕紙巾
160201,溼紙巾
160201,馬桶衛生墊紙
160201,衛生用紙
160201,除塵紙
160201,卸粧用紙巾
160201,寵物用衛生墊紙
160201,擦手紙
160201,免蹲紙尿器
160202,紙製餐巾
160202,紙製手帕
160202,紙製圍裙
160202,紙毛巾
160202,紙浴巾
160202,紙圍巾
160202,紙抹布
160202,不織布紙抹布
160202,紙製杯墊
160202,紙餐巾
160202,紙手帕
160202,紙桌巾
160202,紙製洗面巾
160202,紙製桌布
160202,紙製桌墊
160202,啤酒杯墊
160202,紙餐墊
160202,紙杯墊
160202,啤酒紙杯墊
160202,餐桌紙墊
160202,抽屜襯墊紙
160202,紙圍兜
160301,貼紙
160301,塑膠貼紙
160301,音樂貼紙
160301,汽車裝飾用貼紙
160301,廣告用塑膠貼紙
160301,裝飾用塑膠貼紙
160301,廣告用之自黏性塑膠貼片
160301,塑膠製車身裝飾用反光貼紙
160301,塑膠製車身裝飾用反光貼帶
160301,紙製車身裝飾用反光貼紙
160301,紙製車身裝飾用反光貼帶
160301,紋身貼紙
160301,移印用圖樣
160301,轉印圖樣
160301,轉印貼紙
160301,可壓式之裝飾圖案貼帶
160302,貼胸紙
1604,香冥紙
1604,祭祀用紙製假禮品
1604,祭祀用紙元寶
1604,念珠
1604,十字架
1604,金紙
1604,銀紙
1605,水彩
1605,油畫水彩
160701,卡片
160701,信封
160701,信紙
160701,信箋
160701,名片
160701,賀卡
160701,書籤
160701,請帖
160701,謝帖
160701,發票
160701,支票
160701,傳票
160701,報表
160701,禮券
160701,票券
160701,報紙
160701,地圖
160701,目錄
160701,型錄
160701,菜單
160701,稿紙
160701,便條
160701,便條紙
160701,可黏性便條
160701,自黏性便條
160701,稅單
160701,講義
160701,表格
160701,獎券
160701,便箋
160701,郵簡
160701,封條
160701,明信片
160701,美術明信片
160701,索引卡
160701,水道圖
160701,價目表
160701,說明書
160701,功課表
160701,座右銘
160701,宣傳單
160701,傳單
160701,時刻表
160701,紙製識別證
160701,貴賓卡
160701,會員卡
160701,掛號卡
160701,生日卡
160701,結婚卡
160701,音樂卡
160701,集郵卡
160701,集郵封
160701,考試卷
160701,計劃表
160701,記錄表
160701,收費單
160701,流程圖
160701,航海圖
160701,書籤卡片
160701,計畫圖表
160701,統計圖表
160701,打卡鐘卡片
160701,旅行支票
160701,塑膠卡片
160701,廣告印刷物
160701,程式卡片
160701,電腦程式用紙卡
160701,票據
160701,賀年卡
160701,聖誕卡
160701,證書
160701,病歷卡
160701,方格紙
160701,十行紙
160701,橫行紙
160701,活頁紙
160701,記分卡
160701,單據
160701,入場券
160701,兌換券
160701,資料卡
160701,識字卡
160701,位置卡
160701,留言卡
160701,通告卡
160701,食譜卡
160701,彩券
160701,履歷表
160701,訂購單
160701,簡介
160701,色卡
160701,結婚喜帖
160701,節目表
160701,集郵用郵票
160701,優惠卡
160701,印製之時間表
160701,考勤卡
160701,封口紙條
160701,計算表
160701,算數表
160701,索引卡片
160701,索引用卡片（文具）
160701,問候卡
160701,問候用音樂卡
160701,票
160701,郵票
160701,圖表
160701,藍圖
160701,紙製名牌
160701,生日卡片
160701,相片卡
160701,紙製自行車名牌
160701,春聯
160701,紙製席次牌
160701,印刷品
160701,電腦程式記錄用紙卡
160701,電腦程式記錄用紙帶
160701,電腦程式記錄用卡片
160701,平面圖
160701,紙製識別腕帶
160701,紅包袋
160701,非遊戲用交換卡
160702,期刊
160702,季刊
160702,公報
160702,年報
160702,樂譜
160702,歌本
160702,字帖
160702,日誌
160702,帳簿
160702,書刊
160702,漫畫
160702,連環圖畫冊
160702,簿本
160702,辭典
160702,手冊
160702,字典
160702,通訊本
160702,故事書
160702,卡通書
160702,地圖集
160702,寫生簿
160702,相簿
160702,名片簿
160702,筆記本
160702,日記簿
160702,記事簿
160702,記事本
160702,支票簿
160702,簽名簿
160702,複寫簿
160702,圖畫簿
160702,繪圖簿
160702,估價簿
160702,作業簿
160702,收據簿
160702,銷貨簿
160702,著色簿
160702,剪貼簿
160702,資料簿
160702,收支簿
160702,集郵冊
160702,集幣冊
160702,紀念冊
160702,廣告畫刊
160702,工商日誌
160702,使用手冊
160702,操作手冊
160702,指導手冊
160702,資料手冊
160702,日曆手冊
160702,旅行指南
160702,書籤卡片簿
160702,現金登錄簿
160702,活頁資料簿
160702,電話號碼簿
160702,幻燈片存放冊
160702,書籍
160702,雜誌
160702,集郵簿
160702,備忘錄
160702,曆書
160702,宣傳冊
160702,收集冊
160702,工作手冊
160702,醫學指南
160702,食譜集
160702,禮簿
160702,登記簿
160702,小冊子
160702,畫冊
160702,圖畫印刷品
160702,維修手冊
160702,訓練手冊
160702,時事通訊本
160702,快訊
160702,百科全書
160702,行事曆
160702,圖書
160702,素描簿
160702,簡訊
160702,便箋簿
160702,帳本
160702,習字本
160702,畫本
160702,歌曲集
160702,漫畫書
160702,臨摹用字帖
160702,口袋書
160702,試題測驗集
160702,參考書
160702,貼紙收集簿
160702,貼紙簿
160702,週刊
160702,月刊
160702,印刷出版品
160702,印刷品
160702,印刷刊物
160702,刊物
160702,練習簿
160702,寫真集
160702,有聲書籍
160702,有聲故事書
160702,年鑑
160702,論文集
160703,竹曆
160703,月曆
160703,桌曆
160703,萬年曆
160703,週曆
160703,年曆
160703,印刷品
160704,海報
160704,油畫
160704,石版畫
160704,立體圖片
160704,風景壁畫
160704,雷射影畫
160704,電腦刻製之圖片
160704,圖畫
160704,國畫
160704,圖片
160704,西洋畫
160704,壁畫
160704,照片
160704,照片（印刷物）
160704,水彩畫
160704,石印油畫
160704,版畫
160704,彩色石版畫
160704,描繪用圖樣
160704,有框畫
160704,無框畫
160704,畫像
