group_code,name
3301,白蘭地酒
3301,威士忌酒
3301,伏特加酒
3301,水果酒
3301,雞尾酒
3301,清酒
3301,高粱酒
3301,五加皮酒
3301,茅台酒
3301,藥味酒
3301,蘭姆酒
3301,琴酒
3301,杜松子酒
3301,苦艾酒
3301,人蔘酒
3301,葡萄酒
3301,米酒
3301,烈酒
3301,開胃酒
3301,利口酒
3301,梨酒
3301,蘋果酒
3301,李酒
3301,甜酒
3301,汽泡酒
3301,蒸餾酒
3301,蛇酒
3301,潘趣酒
3301,果露酒
3301,紹興酒
3301,黃酒
3301,花雕酒
3301,蔘茸酒
3301,含酒精飲料（啤酒除外）
3301,玫瑰酒
3301,燒酒
3301,涼酒
3301,白酒
3301,梅酒
3301,茶酒
3301,酒（啤酒除外）
3301,紅酒
3301,鹿茸酒
3301,杜仲酒
3301,枸杞酒
3301,茴香酒
3301,苦味酒
3301,柑香酒
3301,消化酒
3301,蜂蜜酒
3301,櫻桃酒
3301,薄荷甜酒
3301,劣等酒
3301,火酒
3301,蛋酒
3301,料理米酒
3301,奶酒
3301,淡酒
3301,米酒水
3301,釀造酒
3301,再製酒
3301,亞力酒
3301,竹葉青酒
3301,大麴酒
3301,小米酒
3301,紅露酒
3301,非以啤酒為主之預混酒精飲料
