0904,護頭盔
0904,頭盔
0904,防彈頭盔
0904,礦工帽
0904,安全帽
0904,工程帽
0904,焊接用頭盔
0904,安全帽護目鏡
0904,安全帽鏡片
0904,運動用護頭盔
0904,安全頭盔
0904,騎乘用頭盔
0905,潛水帽
0905,潛水手套
0905,潛水用靴
0905,泳鏡
0905,潛水衣
0905,潛水面鏡
0905,潛水用呼吸裝置
0905,潛水用呼吸調節器
0905,潛水用浮力調節裝置
0905,潛水補助浮力之背心
0905,潛水用耳塞
0905,潛水及游泳用鼻夾
0905,游泳用耳塞
0906,無塵衣
0906,隔離衣
0906,電腦用防護衣
0906,防事故手套
0906,飛行員安全服
0906,抗靜電衣
0906,非車輛座椅用安全帶
0906,工業用安全帶
0906,工業用防護手套
0906,抗靜電手套
0906,安全網
0906,安全用防水衣
0906,工業用防Ｘ光手套
0906,非醫療用Ｘ光防護裝置
0906,防彈背心
0906,工人用護膝墊
0906,呼吸面具過濾器
0906,濾氣呼吸器
0906,除人工呼吸外的呼吸器
0906,防火服裝
0906,防事故服裝
0906,防輻射服裝
0906,防事故用鞋
0906,防輻射用鞋
0906,防火用鞋
0906,個人用防事故裝置
0906,工人用保護面罩
0906,防護面罩
0906,電銲面罩
0906,電火花擋板
0906,穿戴用防止交通事故的反射板
0906,牙齒保護器
0906,防電磁波貼片
0906,防煙面具
0906,防毒面具
0906,救生衣
0906,救生圈
0906,緊急救助袋
0906,工業用口罩
0906,救生筏
0906,摩托車運動用安全防護衣
0906,防眩遮光罩
0906,事故防止用石棉手套
0906,防火衣
0906,防火用石棉衣
0906,安全用防水布
0906,安全護目鏡
0906,運動用護目鏡
0906,消防員用石棉擋板
0906,救生帶
0906,救生裝置
0911,電子黑板
0912,霓虹燈廣告牌
0912,字幕機
0912,電子佈告牌
0915,複印機
0915,晒圖機
0915,晒圖複印機
0915,靜電影印機
0915,彩色影印機
0915,影印機紙匣
0915,複印機用感光器
0915,影印機自動送紙器
0915,影印機
0915,影印機用曝光燈管
0915,手攜式影印機
0915,感熱影印機
0915,影印機用分頁器
0915,曬藍圖設備
0915,影印機組件
091701,電腦液晶顯示器
091701,電腦顯示器
091701,電腦鍵盤
091701,電腦印表機
091701,雷射印表機
091701,噴墨印表機
091701,磁碟機
091701,電腦記憶體
091701,電腦記憶體裝置
091701,微電腦
091701,電腦主機
091701,滑鼠
091701,軟碟
091701,軟碟片
091701,硬碟
091701,微處理器
091701,資料儲存機
091701,唯讀儲存器
091701,資料處理裝置
091701,中央處理器
091701,文字處理機
091701,磁碟驅動器
091701,ＵＳＢ快閃驅動器
091701,資料讀取機
091701,列表機緩衝器
091701,電腦記憶卡匣
091701,隨機存取儲存器
091701,卡式電腦程式磁帶
091701,錄有電腦程式之磁帶
091701,錄有電腦程式之磁碟
091701,可程式資料存取處理機
091701,電腦
091701,電腦外殼
091701,光碟機
091701,錄有電腦程式之磁片
091701,錄有電腦程式之光碟
091701,筆記型電腦
091701,列表機印字頭
091701,掌上型電腦
091701,手提式電腦
