group_code,name
420401,建築製圖
420401,結構製圖
420401,建築物設計
420401,建築設計
420401,土木建築工程設計
420401,土木工程製圖
420401,大眾捷運工程設計
420401,地籍測量
420401,土地測量
420401,測量
420401,環境污染防治工程設計
420401,空氣污染防治工程設計
420401,水污染防治工程設計
420404,室內裝潢設計
420404,室內設計
420408,舞台設計
4206,電腦動畫設計
4206,電腦繪圖
4210,電腦程式設計
4210,電腦軟體設計
4210,電腦軟體更新
4210,電腦軟體維護
4210,電腦軟體租賃
4210,電腦軟體設計諮詢顧問
4210,電腦軟體諮詢
4210,電腦系統分析
4210,電腦系統設計
4210,電腦軟體安裝
4210,電腦程式複製
4210,電腦病毒防護服務
4210,數位化地圖製作
4210,電子地圖軟體設計
4210,電腦硬體租賃
4210,電腦租賃
4210,提供線上不可下載電腦軟體之暫時使用服務
4210,電腦資料處理
4210,電腦資料復原
4210,將實體資料或文件轉換成電子載體
4210,文件數位化(掃描)
4210,電子程式及資料之資料轉換（非實體性轉換）
4210,網路伺服空間出租
4210,網路伺服器租賃
4210,網站規劃建置
4210,為他人建置及維護網站
4210,電腦主機代管
4210,提供網域名稱之註冊
4210,提供網路搜尋引擎
4210,網路認證服務
4210,網路安全管理服務
4210,網路網頁設計
4210,主持電腦網頁
4210,為他人製作或維護網頁
4210,電腦硬體設計和開發之諮詢
4210,電腦系統遠端監控
4210,線上資料儲存服務
4210,數位化資料儲存服務
4210,電腦資料備份服務
421401,油田開發分析
421401,油井測試
421401,油田勘測
421401,石油探勘
421401,地質探勘
421401,地質研究
421401,地質調查
421401,水下探勘
421401,冷凍空調工程技術之諮詢顧問
421401,冷凍空調工程規劃設計
421401,交通工程技術之諮詢顧問
421401,節能領域的諮詢
421401,建築諮詢
421401,土木建築工程技術諮詢顧問
421401,都市計劃
421401,水利工程技術諮詢顧問
421401,結構工程技術諮詢顧問
421401,工程諮詢顧問
421401,工程學
421401,環境保護領域的研究
421401,提供有關排碳抵消的科學資訊及建議和諮詢
421401,環境污染防治諮詢顧問
421401,環境污染物質分析
421401,水質分析
421401,環保工程技術諮詢顧問
421401,生態調查
421401,消防工程規劃設計
421404,物理學研究
421405,作物品種改良技術諮詢顧問
421405,農林漁畜牧諮詢顧問
421405,水產養殖技術諮詢顧問
421408,電信工程技術之諮詢顧問
421408,電機工程諮詢顧問
421408,電子工程諮詢顧問
421408,機電工程技術之諮詢顧問
421408,防盜設備工程規劃設計
421408,自動控制系統工程規劃設計
421408,視聽器材設備工程規劃設計
421408,通訊系統及設備工程規劃設計
421408,中央監視控制系統規劃設計
421408,儀表控制系統工程規劃設計
421412,機械研究
421412,機械工程諮詢顧問
421413,化學研究
421413,化學分析
421413,化學服務
421413,化粧品研究
421414,生物學研究
421414,細菌學研究
421414,醫學試藥試劑臨床實驗
421414,醫學試藥試劑研究分析
421418,提供研究和開發
421418,技術性研究
421418,技術專案研究
421418,工業分析及研究服務
421418,實驗儀器租賃
421418,科學實驗室服務
4215,提供服飾設計資訊
4215,服裝設計
4215,提供時尚商品設計資訊服務
4224,產品外觀設計
4224,工業產品外觀設計
4224,工業產品外觀造型設計
4224,電腦硬體外觀設計
4224,電腦硬體設計和開發之諮詢
4224,包裝設計
4224,圖像藝術設計
4224,平面圖案設計
4224,名片設計
4224,提供時尚商品設計資訊服務
422603,測量校準
422604,品質管控
422605,材料測試
422606,紡織品測試
422606,羊毛品質評估
422607,食品品質檢驗
422607,各種電宰肉類檢驗
422609,車輛駕駛性能測試
422610,產品品質檢驗測試
422611,林木品質評估
4245,鋼琴調音服務
4267,積體電路設計
4267,半導體晶片設計
4289,藝術品鑑定
4289,珠寶鑑定
4290,人工造雨
4290,雲種散播
4291,氣象預測
4291,氣象資訊
4292,筆跡分析（筆跡學）
