group_code,name
4001,底片沖洗
4001,照相底片沖洗
4001,電影底片沖洗
4001,相片放大
4001,圖案轉印處理
4001,數位相片列印
4001,影像合成處理
4001,影像處理
4001,照片護貝
4003,服裝剪裁
4003,服裝裁縫
4003,女裝裁縫
4003,服裝修改
4003,刺繡
4003,編織
4003,縫被子
4004,水質處理
4004,廢水淨化處理
4004,空氣淨化
4004,廢氣淨化處理
4004,空氣除臭
4004,空氣清淨
4004,空調設備租賃
4004,空間暖器設備租賃
4004,廢棄物及垃圾再生處理
4004,廢棄物及垃圾銷毀
4004,廢棄物及垃圾焚化
4004,廢棄物掩埋處理
4004,廢棄物變化處理
4004,廢棄物及可再回收材料之分類
4004,有毒材料之除污
4004,環境污物淨化
4004,消除有害物質之污染
400501,材料加硫處理
400501,材料硫化處理
400502,玻璃窗表面著色處理
400502,窗戶表面著色處理
400502,窗戶表面著色塗層處理
400503,顏色分色服務
400503,分色服務
400506,雷射劃線
400507,剝除塗層
400508,玻璃吹製
400509,光學玻璃研磨
400509,研磨
400509,研磨拋光
400510,磁化
400511,陶器燒製
400512,動物標本剝製
400513,紙張處理
4006,國畫裝框
4006,西畫裝框
4006,美術品裝框
4006,剪紙藝品裝框
4006,藝術品裝框
4007,晶圓蝕刻處理
4007,半導體封裝處理
4007,積體電路蝕刻處理
4007,晶圓代工
4008,金屬切削處理
4008,金屬拋光處理
4008,金屬鍛煉處理
4008,金屬回火
4008,金屬防鏽處理
4008,金屬電鍍
4008,鍍鎘
4008,鍍鉻
4008,鍍鋅
4008,鍍金
4008,鍍鎳
4008,鍍銀
4008,鍍錫
4008,電鍍
4008,金屬薄片輾壓
4008,金屬鑄造
4008,金屬鍛造
4008,金屬焊接處理
4008,焊接
4008,銅器鍛造
4008,金屬處理
4008,研磨
4008,研磨拋光
4008,精煉服務
400901,布料染色
400901,紡織品染色
400901,染色服務
400901,布料防火處理
400901,布料耐火處理
400901,紡織品耐火處理
400901,織物耐火處理
400901,布料處理
400901,布料防水處理
400901,織物防水處理
400901,布料防縮處理
400901,布料縮絨
400901,布料防皺處理
400901,衣服防皺處理
400901,布料裁剪
400901,車布邊
400901,紡織品漂白處理
400901,織物漂白
400901,紡織品定型處理
400901,織物免燙處理
400901,紡織品防蛀處理
400901,紡織品整飾加工
400901,織物原料修整
400901,紡織品處理
400901,織布機整經
400910,毛皮染色
400910,皮革染色
400910,毛皮防蛀處理
400910,羽毛防黴抗菌處理
400910,羊毛處理
400910,羊毛去雜質處理
400910,毛皮光澤處理
400910,染鞋
400910,鞣皮處理
400910,毛皮定型處理
400910,毛皮鍛面處理
400910,毛皮處理
400910,皮革修飾
400910,皮革加工
4010,家禽屠宰
4010,家畜屠宰
4010,動物屠宰
4011,食物冷凍
4011,食物防腐處理
4011,咖啡烘焙處理
4011,食物和飲料保存處理
4011,食物燻製
4011,水果壓榨
4011,麵粉碾磨
4011,碾磨加工
4011,食物材料處理
4012,刻印章
4012,木工藝
4012,木器定製
4012,雕刻
4016,伐木
4016,鋸木
4016,樹木砍伐及處理
4016,木材鉋平
4019,材料處理資訊
4023,印刷
4023,石版印刷
4023,凸版印刷
4023,凹版印刷
4023,平版印刷
4023,絹印印刷
4023,樣本印刷
4023,照相印刷
4023,膠印印刷
4023,照相凹版印刷
4023,照相排版服務
4023,製版
4023,排版
4023,噴墨彩色輸出
4023,文件裝訂
4023,書籍裝訂
4023,印刷品裁切
4023,印刷品上光
4023,紙品修整加工
4024,鑰匙粗胚切割
4024,鑰匙的切削加工
4024,鑰匙切割
402501,金屬加工機械之出租
402502,裝訂機械之出租
402503,相片顯像用及沖洗用機械器具之出租
402504,廢棄物壓縮機械之出租
402505,發電機租賃
402506,編織機租賃
402507,氣體生產設備租賃
402601,依據客戶委託及指示之規格從事光碟片之複製
402602,依據客戶委託及指示之規格從事電腦組件組裝
402603,鍋爐定製
402604,毛皮製品定製
402604,毛皮定製
402605,馬具定製
402605,馬具的手工定製
402605,馬具加工
402606,齒模定製
402606,牙體技術師服務
4027,能源生產
4027,原油提煉
4027,油料加工
4029,超低溫冷凍服務（生命科學）
4030,噴砂處理服務
