group_code,name
3501,廣告企劃
3501,廣告設計
3501,報章廣告設計
3501,雜誌廣告設計
3501,網路廣告設計
3501,各種廣告招牌設計
3501,廣告美術設計
3501,型錄設計
3501,商標設計
3501,產品簡介設計
3501,企業識別體系設計
3501,廣告模型設計
3501,為企業企劃折扣卡以促銷其商品或服務為目的之服務
3501,廣告版面設計
3501,廣告
3501,戶外廣告
3501,電視廣告
3501,電視商業廣告
3501,電台廣告
3501,電台商業廣告
3501,郵購型錄廣告
3501,廣告製作
3501,廣告促銷模型製作
3501,廣告資料更新
3501,各種廣告招牌製作
3501,廣告專欄製作
3501,廣告稿撰寫
3501,廣告代理
3501,傳播媒體廣告時段租賃
3501,廣告宣傳
3501,樣品分發
3501,張貼廣告
3501,廣告宣傳品遞送
3501,為他人促銷產品服務
3501,電腦網路線上廣告
3501,商品現場示範
3501,廣告宣傳本出版
3501,為他人提供促銷活動
3501,為零售目的在通訊媒體上展示商品
3501,商店櫥窗裝飾
3501,商店擺設設計
3501,廣告片製作
3501,市場行銷
3501,電話行銷服務
350201,代理進出口服務
350201,代理國內外廠商各種產品之報價
350201,代理國內外廠商各種產品之投標
350201,代理國內外廠商各種產品之經銷
350201,代理國內外廠商各種產品之報價投標經銷
350201,為其他企業採購商品及服務
350201,協助企業對外採購服務
350201,開發票服務
350205,商情提供
350205,成本價格分析
350205,提供各種產品之價格比較及評估
350205,價格比較服務
3503,貨物公證
350401,打字
350401,文字處理
350401,抄寫
350401,速記
350404,文件複製
350404,影印
350408,建立電腦資訊系統資料庫
350408,電腦資料庫資訊編輯
350408,電腦檔案管理
350408,電腦資料庫管理
350408,電腦文字處理
350408,為他人提供電腦資料庫檢索
3505,辦理會計業務
3505,審計
3505,會計簽證
3505,帳務稽核
3505,財務報告之查核簽證
3505,稅務簽證
3505,代客記帳服務
3505,財務報表製作
3505,簿記
3505,薪資帳冊製作
3505,統計服務
3505,統計資料彙編
3505,辦理會計制度之設計修訂
3505,稅務代理
3505,稅務文件準備
350603,企業評價
350603,企業資訊
350603,企業查詢
350603,企業管理和組織諮詢
350603,旅館經營管理
350603,企業研究
350603,企業管理顧問
350603,企業組織諮詢
350603,企業管理諮詢
350603,表演藝術家事業管理
350603,運動員事業管理
350603,專業企業諮詢
350603,企業買收之仲介及有關之諮詢顧問
350603,行銷研究諮詢顧問
350603,行銷顧問
350603,存貨庫存管理
350603,企業營業點評估
350603,為他人授權之商品及服務提供商業管理
350603,提供商業資訊
350603,企業效率專業諮詢
350603,演藝經紀服務
350603,人事管理顧問
350603,人事管理諮詢
350603,職員選擇之心理測驗
350603,人力資源管理顧問
350603,市場研究及分析
350603,市場研究
350603,經濟預測
350603,企業調查
350609,工商管理協助
350609,對購物訂單提供行政處理服務
350609,企業經營協助
350609,企業管理協助
350609,新聞剪報服務
350609,秘書服務
350609,電話代接服務
350609,為無法接聽電話用戶提供電話答覆
350609,安排報紙訂閱
350610,公關
350610,公關顧問
350610,協尋贊助廠商
3508,職業介紹
3508,人力仲介
3508,人員招募
3509,拍賣
3509,古董拍賣
3509,珠寶拍賣
3509,藝術品拍賣
3509,網路拍賣
3510,市場調查
3510,市場調查顧問
3510,民意調查
3510,輿論調查
3510,意見調查
3510,電視收視率調查
3512,電視牆租賃
3512,廣告牆租賃
3512,電子廣告看板租賃
3512,網路廣告看板租賃
3512,廣告宣傳器材租賃
3512,廣告空間租賃
3513,辦公機器租賃
3513,影印機租賃
3513,辦公設備租賃
3513,收銀機租賃
3514,為工商企業籌備商展服務
3514,為工商企業籌備展示會服務
3514,為工商企業籌備博覽會服務
3514,籌備商業性或廣告目的性的展示會
3514,籌備商業性或廣告目的性的展銷會
3514,展覽會場佈置
3514,為促銷目的籌辦時裝表演
3518,百貨公司
3518,超級市場
3518,便利商店
3518,購物中心
3518,郵購
3518,電視購物
3518,網路購物
3518,為消費者提供商品資訊及購物建議服務
3518,量販店
3518,百貨商店
351901,農產品零售批發
351902,飲料零售批發
351903,成衣零售批發
351903,衣服零售批發
351904,家具零售批發
351905,五金零售批發
351905,家庭日常用品零售批發
351906,清潔用品零售批發
351906,化學製品零售批發
351906,化學原料零售批發
351907,藥物零售批發
351907,西藥零售批發
351907,中藥零售批發
351907,營養補充品零售批發
351907,醫療器材零售批發
351907,醫療用材料零售批發
351908,文教用品零售批發
351909,鐘零售批發
351909,錶零售批發
351910,眼鏡零售批發
351911,建材零售批發
351912,電器用品零售批發
351912,電子材料零售批發
351912,電信器材零售批發
351913,汽車零售批發
351913,汽車零件配備零售批發
351914,首飾零售批發
351914,貴重金屬零售批發
351915,攝影器材零售批發
351916,畜產品零售批發
351917,水產品零售批發
351918,化粧品零售批發
351919,運動用品零售批發
351919,運動器材零售批發
351919,育樂用品零售批發
351920,機械器具零售批發
351921,機車零售批發
351921,機車零件配備零售批發
351922,自行車零售批發
351922,自行車零件配備零售批發
351923,燃料零售批發
351924,喪葬用品零售批發
351925,宗教用品零售批發
351926,食品零售批發
351927,布疋零售批發
351928,服飾配件零售批發
351929,鞋零售批發
351930,皮件零售批發
351930,皮包零售批發
351930,手提袋零售批發
351930,皮箱零售批發
351931,室內裝設品零售批發
351931,寢具零售批發
351932,美容用具零售批發
351933,嬰兒用品零售批發
351933,婦嬰用品零售批發
351934,衛浴設備零售批發
351935,電腦軟體零售批發
351935,電腦硬體零售批發
351935,電腦周邊配備零售批發
351936,寵物零售批發
351936,寵物用品零售批發
351937,菸零售批發
351937,酒零售批發
351938,廚房設備零售批發
351939,精密儀器零售批發
351940,度量衡器零售批發
351941,交通標誌器材零售批發
351942,消防安全設備零售批發
351943,手工藝品零售批發
3523,販賣機租賃
3526,為他人安排電訊服務預約
3527,加水站服務
