group_code,name
1704,隔熱紙
1704,防爆隔熱膜
1704,玻璃隔熱膜
1704,窗戶用防強光薄膜
1705,橡膠製填塞材料
1705,塑膠製填塞材料
1705,橡膠製包裝緩衝填塞材料
1705,塑膠製包裝緩衝填塞材料
1705,橡膠製緩衝包裝填塞材料
1705,塑膠製緩衝包裝填塞材料
1705,塑膠氣泡布
1705,包裝用橡膠袋
1705,橡膠製緩衝減震材料
1706,工業用電器絕緣膠帶
1706,工業用電器絕緣膠布
1706,絕緣膠帶
1706,非醫療或家庭用非文具型膠帶
1706,非文具及非醫療或非家庭用膠帶
1706,非包裝用黏膠薄片
1706,工業用膠膜
1706,防刮保護膜
1706,冷裱膜
1706,窗飾膠膜
1706,非包裝用塑膠膜
1706,非包裝用賽璐珞薄膜
1706,非包裝用再生纖維素薄膜
1706,非包裝用再生纖維素薄片
1706,農業用塑膠膜
1706,農業用塑膠蓋布
1706,護卡用塑膠膜
1706,汽車烤漆保護塑膠膜
1707,雲母
1707,未加工雲母
1707,半加工雲母
1708,石棉管
1708,石棉瓦
1708,隔熱板
1708,隔音板
1708,吸音板
1708,冷作工程用防潮氈
1708,石棉
1708,保溫板
1708,保溫管
1708,保溫管墊
1708,發泡板
1708,發泡管
1708,石棉薄板
1708,石棉板
1708,石棉厚紙板
1708,鍋爐隔熱材料
1708,石棉片
1708,石棉織物
1708,石棉覆蓋物
1708,隔熱材料
1708,防熱輻射材料
1708,隔音材料
1708,隔音用樹皮覆蓋物
1708,保溫用隔熱材料
1708,建築用防潮材料
1708,隔熱用熟石膏
1708,隔熱耐火材料
1708,礦渣棉
1708,礦物棉
1708,石棉纖維
1708,石棉製防火幕
1708,石棉填料
1708,石棉製填塞材料
1708,石棉布
1708,石棉氈
1708,石棉紙
1708,石棉鞋底
1708,隔熱用玻璃棉
1708,隔熱用玻璃纖維
1708,絕緣體
1708,絕緣材料
1708,石棉安全罩
1710,橡膠
1710,天然橡膠
1710,塑膠粉
1710,塑膠粒
1710,再生塑膠
1710,合成橡膠
1710,馬來樹膠
1710,泡沫塑料
1710,聚乙烯塑膠
1710,聚丙烯塑膠
1710,熱塑性橡膠
1710,矽橡膠
1710,橡膠膠乳
1710,非紡織用塑膠纖維
1710,翻新輪胎用橡膠
1710,未加工橡膠
1710,半加工橡膠
1710,半加工塑膠
1710,生產時使用之射出成型塑膠
1710,巴拉塔樹膠
1710,半加工丙烯酸樹脂
1710,半加工樹脂纖維
1710,半加工發泡塑膠過濾材料
1710,半加工塑膠薄膜過濾材料
1710,半加工煞車來令片材料
1710,半加工醋酸纖維素
1710,半加工人造樹脂
1710,半加工合成樹脂
1710,硫化纖維
1710,非紡織用碳纖維
1710,非紡織用彈性紗
1710,非紡織用彈性線
1710,非紡織用彈性紗線
1710,硬橡膠
1710,硫化橡膠
1710,非紡織用塑膠線
1710,非紡織用橡膠線
1710,液狀橡膠
1710,橡膠溶液
1712,接合用塑料焊條
1712,非建築用塑膠板
1712,橡膠塞
1712,硬橡膠模
1712,硫化橡膠模
1712,機械零件保護用橡膠套
1713,非金屬製管接頭
1713,非金屬製三通管接頭
1713,非金屬製快速管接頭
1713,非金屬製可彎曲軟管
1713,非金屬製管帽
1713,非金屬製套管
1713,非金屬製彎頭
1713,非金屬製管套
1713,壓縮空氣導管用非金屬接頭配件
1713,壓縮空氣管用非金屬配件
1713,非金屬製套筒
1713,管塞
1713,塑料管件
1713,管用非金屬製補強材料
1713,非金屬製軟管
1713,灑水軟管
1713,紡織材料製軟管
1713,帆布軟管
1713,交通工具散熱器用連接軟管
1714,塑膠製油封
1714,橡膠製油封
1714,塑膠製襯墊
1714,橡膠製襯墊
1714,塑膠製墊片
1714,橡膠製墊片
1714,塑膠製墊圈
1714,橡膠製墊圈
1714,塑膠製封環
1714,橡膠製封環
1714,塑膠製護油圈
1714,橡膠製護油圈
1714,汽缸密封材料
1714,門窗擋風雨條
1714,門窗擋風雨合成物
1714,防水圈
1714,密封墊
1714,旋鬆罐蓋用橡膠圈
1714,填塞墊圈
1714,管用墊圈
1714,管接頭用襯墊
1714,硫化纖維製墊圈
1714,橡膠環
1714,離合器來令片
1714,接頭密封物
1715,絕緣油
1715,絕緣劑
1715,變壓器用絕緣油
1715,絕緣塗料
1715,絕緣漆
1715,絕緣清漆
1715,封裝用絕緣膠
1715,半導體封裝樹脂
1715,絕緣體
1715,絕緣材料
1716,電纜線用絕緣體
1716,陶瓷絕緣體
1716,絕緣子
1716,絕緣電介質
1716,電路線用絕緣體
1716,電纜用絕緣體
1716,橡膠繩
1716,鐵道用絕緣體
1716,絕緣體
1716,絕緣材料
1717,填縫密封用化學合成製劑
1717,填縫用化學合成製劑
1717,膨脹式接縫填料
1717,補土
1717,塑鋼土
1717,填縫密封劑
1717,接頭用密封劑
1717,填縫劑
1717,防水填縫劑
1717,防水填料
1717,修補膏
1717,填縫乳膠
1717,填縫膠泥
1717,填隙材料
1717,封泥
1718,絕緣手套
1718,絕緣用金屬箔
1718,絕緣用玻璃棉
1718,絕緣用玻璃纖維
1718,絕緣用玻璃纖維織物
1718,電木板
1718,絕緣織物
1718,絕緣布
1718,絕緣紙
1718,電容器用紙
1718,絕緣氈
1718,絕緣體
1718,絕緣材料
1720,插花用海綿
1720,插花支撐用發泡塑料
1720,插花用泡棉
1723,包裝填隙用棉絮
1724,漂浮式防污染屏障
1724,攔油索
1724,吸油棉
1725,橡膠製閥
1725,硫化纖維製閥
1725,橡膠製瓣閥
