group_code,name
190101,合板
190101,非金屬製建築用壁板
190101,地板
190101,非金屬製地板
190101,非金屬製欄杆
190101,非金屬製扶手
190101,非金屬製門框
190101,非金屬製窗框
190101,非金屬製門框架
190101,非金屬製門扇
190101,非金屬製鷹架
190101,非金屬製人孔蓋
190101,非金屬製護牆板
190101,非金屬製隔板
190101,非金屬製天花板
190101,浮雕板
190101,塑合板
190101,非金屬製帷幕牆
190101,建築用油氈
190101,非金屬製水溝蓋
190101,防水膜
190101,非金屬製採光罩
190101,非金屬製旋轉門
190101,塑膠線板
190101,非金屬製活動拉門
190101,化粧合板
190101,非金屬製拼花地板
190101,拼花地板
190101,非金屬製地板腳架
190101,樹脂岩栓
190101,伸縮縫蓋板
190101,建築用蜂巢合板
190101,橋樑用橡膠支承墊
190101,建築用垂直排水帶
190101,塑膠浪板
190101,塑膠排水片
190101,玻璃門
190101,紗窗用網
190101,非金屬製建築用模板
190101,門窗貼皮
190101,木磚
190101,天花線板
190101,非金屬製鐵軌枕木
190101,乙烯基製壁板
190101,非金屬製桁樑
190101,非金屬製托樑
190101,非金屬製支柱
190101,木鑲板
190101,建構式水族槽
190101,非金屬製火箭發射平台
190101,石製信箱
190101,石製貯存槽
190101,非金屬製百葉窗
190101,非金屬製固定百葉窗
190101,非金屬非紡織製戶外百葉窗
190101,非金屬製百葉外窗
190101,非金屬製折門
190101,非金屬製門鑲板
190101,非金屬製門檻
190101,非金屬製窗台
190101,非金屬製屋頂防雨板
190101,塗覆瀝青的建築用硬紙板
190101,建築用硬紙板
190101,建築用紙
190101,建築用瀝青薄片
190101,建築用非金屬製框架
190101,建築用非金屬製骨架
190101,非金屬製建築用襯砌
190101,建築用非金屬製牆襯砌
190101,建築用非金屬製面層
190101,建築用非金屬製嵌板
190101,非金屬製柱
190101,船舶停靠用非金屬製浮動碼頭
190101,非金屬製繫船柱
190101,非發光式及非機械式非金屬製信標
190101,非發光式及非機械式非金屬製標牌
190101,非發光式及非機械式非金屬製標誌牌
190101,非發光式及非機械式非金屬製道路標牌
190101,彩色玻璃窗
190101,混凝土用非金屬製模板
190101,非金屬製圍籬
190101,園藝用非金屬製骨架
190101,溫室用非金屬製骨架
190101,非金屬製煙囪
190101,非金屬製煙囪加高用板塊
190101,非金屬製煙囪通風井
190101,非金屬製煙囪帽
190101,非金屬製煙囪頂帽
190101,合成材料製路標板
190101,合成材料製路標條
190101,非金屬製跳板
190101,道路用非金屬製防護欄
190101,非金屬製防護欄
190101,非金屬製樁
190101,非金屬製板樁
190101,非金屬製樓梯
190101,非金屬製樓梯縱樑
190101,非金屬製樓梯踏板
190101,膠合板
190101,壁爐台
190101,非金屬製防蟲紗窗
190101,地工格網
190101,地工織物
190101,裝飾線板
190101,非金屬製條板
190101,鋪地木材
190101,自行車用非金屬製停車裝置
190101,門楣用非金屬製飾板
190101,非金屬製大門
190101,非金屬製禽鳥用洗浴台
190101,非金屬製杆柱
190101,非金屬製角鐵
190101,非金屬製門
190101,非金屬製門楣
190101,非金屬製厚板
190101,非金屬製屋頂
190101,非金屬製屋頂覆蓋物
190101,屋頂板
190101,屋頂用屋脊
190101,非金屬製柵欄
190101,非金屬製格柵
190101,非金屬製排水溝
190101,非金屬製屋頂排水溝
190101,非金屬製道路排水溝
190101,非金屬製窗
190101,非金屬製飛簷
190101,非金屬製廣告柱
190101,建築用甘蔗渣塊
190101,建築用非金屬製外牆包覆層
190101,建築用非金屬製防雨板
190101,建築用非金屬製飾板
190101,木面飾板
190101,建築用非金屬製飾面板
190101,表面飾板
190101,建築用非金屬製包覆層
190101,建築用非金屬製覆蓋物
190101,非金屬製鋪路厚板
190101,非金屬製鋪路塊
190101,建築用乾蘆葦
190101,非金屬製棚架
190101,墓用非金屬製圍欄
190101,非金屬太陽能屋頂板材
190101,非金屬製遮泥墊路板
190101,建築用非金屬製補強材料
190101,建築用瀝青製品
190101,混凝土製建築構件
190101,非金屬製電線桿
190101,水泥柱
190101,建築用非金屬製門廊
190101,建築用隔熱板
190102,塑膠地板
190103,木板
190103,建築用木材
190103,木纖板
190103,建築用木漿製板
190103,軟木
190103,松木
190103,檜木
190103,柳安木
190103,三夾板
190103,木心板
190103,木芯板
190103,柳安夾板
190103,夾板
190103,木皮
190103,木製襯條
190103,已加工木材
190103,半加工木材
190103,可塑造木材
190103,製造家庭器具用木材
190103,桶用木材
190103,已壓縮的軟木
190103,木工用小塊木料
190103,飾面木板
190103,已鋸木材
190103,建築用木板條
190103,桶板用木材
190103,棲木
190104,非金屬製組合房屋
190104,非金屬製預鑄車庫
190104,非金屬製電話亭
190104,非金屬製預鑄溫室花房
190104,非金屬製預鑄穀倉
190104,非金屬製預鑄倉庫
190104,可移動式非金屬製溫室
190104,非金屬製建築物
190104,可移動之非金屬製建築物
190104,臨時搭設的棚屋
190104,家畜棚屋
190104,非金屬製家畜棚屋
190104,豬圈
190104,非金屬製禽舍
190104,非金屬製預鑄游泳池
