300101,茶葉
300101,紅茶
300101,綠茶
300101,清茶
300101,茶磚
300101,香片茶
300101,包種茶
300101,普洱茶
300101,烏龍茶
300101,龍井茶
300101,鐵觀音茶
300101,茶
300102,泡沫紅茶
300102,碳酸冰紅茶
300102,檸檬紅茶
300102,茶葉包
300102,茶葉粉
300102,冰紅茶
300102,冰茶
300102,紅茶包
300102,茶葉飲料
300102,茶飲料
300102,茶包
300102,茶
300102,花茶
300102,花茶茶包
300102,玫瑰花茶
300102,菊花茶
300102,水果茶
300102,綜合水果茶包
300102,檸檬茶
300102,柑橘茶
300102,金桔茶
300102,薄荷茶
300102,奶茶
300102,樹木茶
300102,七葉膽茶
300102,明日葉茶
300102,涼茶
300102,百草茶
300102,青草植物茶包
300102,仙草茶
300102,烏梅茶
300102,麥茶
300102,玄米茶
300102,糙米茶
300102,薏仁胚芽茶
300102,人蔘茶包
300102,枸杞茶
300102,靈芝茶
300102,紅棗茶
300102,四物茶
300102,決明子茶
300102,黃耆茶
300102,何首烏茶
300102,洛神花茶
300102,蔬菜茶包
300102,牛蒡茶
300102,薑湯
300102,薑母茶
300201,咖啡
300201,未烘焙咖啡
300201,咖啡豆
300201,代用咖啡
300201,可可
300201,可可製品
300201,可可豆
300201,可可粉
300201,巧克力
300201,巧克力粉
300201,巧克力塊
300201,巧克力醬
300201,即溶咖啡包
300201,作為咖啡代用品的植物製劑
300201,用於咖啡代用品之菊苣
300202,咖啡飲料
300202,加奶巧克力飲料
300202,加奶咖啡飲料
300202,巧克力飲料
300202,加奶可可飲料
300202,巧克力
300202,可可飲料
300202,可可製品
3003,冰
3003,食用冰
3003,冰棒
3003,雪糕
3003,冰淇淋
3003,冰淇淋粉
3003,芋仔冰
3003,水果雪泥冰
3003,外覆圓錐杯之冰淇淋
3003,飲料用冰
3003,冰淇淋凝結劑
3003,優酪冰淇淋
3003,冰沙
3003,冰品
300401,鹽
300401,烹調用鹽
300401,食用岩鹽
300401,胡椒鹽
300401,芹子鹽
300401,保存食品用鹽
300401,調味品
300401,佐料
300402,醬油
300402,醬油膏
300402,蝦醬
300402,魚露
300402,沙茶醬
300402,辣椒醬
300402,豆瓣醬
300402,香椿醬
300402,甜麵醬
300402,調味醬
300402,蕃茄醬
300402,蛋黃醬
300402,黃豆醬
300402,味噌
300402,牛排醬
300402,豆豉醬
300402,甜辣醬
300402,芥末醬
300402,烤肉醬
300402,蔭油
300402,酸辣醬
300402,沙拉用調味汁
300402,水果淋醬
300402,淋於火腿上之糖汁
300402,黑胡椒醬
300402,蘑菇醬
300402,調味品
300402,佐料
300402,調味用肉汁
300402,非醫療用植物浸泡液
300402,醃泡汁
300402,ＸＯ醬
300402,調味用干貝醬
300402,香蒜醬
300403,黑醋
300403,白醋
300403,米醋
300403,結晶醋
300403,醋
300403,調味用水果醋
300403,調味用蜂蜜醋
300403,啤酒醋
300403,調味品
300403,佐料
300404,八角
300404,味精
300404,咖哩
300404,胡椒粉
300404,花椒
300404,五香粉
300404,芥末粉
300404,茴香子
300404,八角茴香
300404,辣椒粉
300404,蒜粉
300404,丁香香料
300404,蠔油
300404,辣椒油
300404,調味用蔥頭酥
300404,香菇精
300404,調味品
300404,醬菜調味品
300404,佐料
300404,調味用香料
300404,芥末
300404,香料用薑
300404,肉豆蔻
300404,咖啡調味用香料
300404,非香精油調味香料
300404,食用芳香劑
300404,飲料用非香精油調味香料
300404,蛋糕用非香精油調味香料
300404,不含醚香精和香精油之食品用香精
300404,食用薑黃
300404,香草香料
300404,經保存處理的香草
300404,用於香草代用品之香蘭素
300404,肉桂香料
300404,海藻調味品
300404,番紅花調味料
300404,烹調用海水
300404,醃漬續隨子
300404,薑粉
300501,砂糖
300501,紅糖
300501,白糖
300501,方糖
300501,冰糖
300501,果糖
300501,麥芽糖
300501,代用糖
300501,烹飪用葡萄糖
300501,糖漿
300501,糖
300501,天然增甜劑
300501,黑糖塊
300502,蜂蜜
300502,食用糖蜜
300502,楓糖蜜
300502,蜂王漿
300502,蜂王乳
300502,蜂王精
300502,蜂膠
300502,蜜
300601,軟糖
300601,水果軟糖
300601,茶糖
300601,薑糖
300601,飴糖
300601,貢糖
300601,口香糖
300601,太妃糖
300601,牛軋糖
300601,薄荷糖
300601,牛奶糖
300601,昆布糖
300601,花生糖
300601,甘草糖
300601,棒棒糖
300601,芝麻糖
300601,棉花糖
300601,冬瓜糖
300601,巧克力糖
300601,巧克力
300601,羊奶糖
300601,糖果
300601,龍鬚糖
300601,杏仁糖
300601,核棗糖
300601,胡桃糖
300601,甘草莖糖果
300601,蛋白杏仁糖果
300601,焦糖糖果
300601,裝飾聖誕樹用糖果
300601,製糖果用薄荷
300601,糖果錠
300601,土耳其甜食芝麻蜂蜜糖
300601,甜點
300602,米果
300602,月餅
300602,桃酥
300602,蛋捲
300602,麻花
300602,糕餅
300602,米製糕餅
300602,糕點
300602,甜點
300602,鍋粑
300602,煎餅
300602,蝦餅
300602,脆餅
300602,羊羹
300602,沙其馬
300602,綠豆糕
300602,餅乾
300602,蘇打餅乾
300602,小餅乾
300602,奶油餅乾
300602,太陽餅
